EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5628459,LEFLORE CO.,MONEY,02/10/1998,1905,Tornado, ,F0,0,0,3000,0,MS,CST, ,2072585,C,83,JAN,0,0, , ,1.5,50, , , , ,MONEY,33.65,-90.22,33.65,-90.22,"This weak tornado was sighted by a spotter. This short track tornado damaged a farm shop.","",1
5634785,CLAIBORNE CO.,PORT GIBSON,02/26/1998,1050,Tornado, ,F1,0,0,100000,0,MS,CST, ,2073273,C,21,JAN,0,0, , ,13,1232,2,SE,1,E,ROCKY SPGS,31.95,-90.98,32.10,-90.80,"This tornado formed in the rotating comma head of a bow echo. The tornado moved through a mostly wooded area and blew down hundreds of trees. It took much of the day to remove trees from the Natchez Trace Parkway before traffic could resume. One house had a tree fall on it and a mobile home had the major damage.","",2
5634911,JONES CO.,ELLISVILLE,02/26/1998,1453,Tornado, ,F1,0,0,25000,0,MS,CST, ,2073273,C,67,JAN,0,0, , ,5.5,100,7,W,7,SW,LAUREL,31.60,-89.32,31.63,-89.22,"This tornado moved through a sparsely populated area but did extensive damage to trees.","",3
5636377,BOLIVAR CO.,SHAW,04/16/1998,1547,Tornado, ,F1,0,0,30000,0,MS,CST, ,2075365,C,11,JAN,0,0, , ,4,100,3,W,2,N,SHAW,33.60,-90.87,33.63,-90.82,"One house was severely damaged. The windows were blown out of several mobile homes and a couple of boats were flipped over.","",4
5636469,LEFLORE CO.,MINTER CITY,04/16/1998,1635,Tornado, ,F0,0,0,0,0,MS,CST, ,2075365,C,83,JAN,0,0, , ,2,50,3,SW,3,SW,MINTER CITY,33.70,-90.28,33.70,-90.28,"This weak tornado moved across an open field.","",5
5636476,FORREST CO.,CARNES,04/17/1998,1632,Tornado, ,F0,0,0,5000,0,MS,CST, ,2075366,C,35,JAN,0,0, , ,1.5,50, , , , ,CARNES,30.98,-89.27,30.98,-89.27,"A few trees were blown down and minor damage was done to some property.","",6
5642431,MARSHALL CO.,POTTS CAMP,04/27/1998,1740,Tornado, ,F0,0,0,1000,0,MS,CST, ,2075834,C,93,MEG,0,0, , ,.2,10,8,W,8,W,POTTS CAMP,34.65,-89.45,34.65,-89.45,"A tornado briefly touched down knocking down a few trees.","",7
5651428,LOWNDES CO.,NEW HOPE,06/05/1998,1330,Tornado, ,F1,0,0,250000,0,MS,CST, ,2080195,C,87,MEG,0,0,LAW ENFORCEMENT, ,1,50, , , , ,NEW HOPE,33.47,-88.32,33.47,-88.32,"The tornado touched down near the town of New Hope. Thirteen houses had major damage and another 129 homes had minor damage.  Twenty-two mobile homes were either damaged or destroyed.","",8
5650912,FORREST CO.,HATTIESBURG,06/05/1998,2210,Tornado, ,F1,0,0,20000,0,MS,CST, ,1063380,C,35,JAN,0,0,EMERGENCY MANAGER, ,1.5,50,10,SE,10,SE,HATTIESBURG,31.22,-89.20,31.22,-89.20,"This tornado blew down trees and a couple of signs. It also removed part of a roof of a building.","",9
5651260,SCOTT CO.,MORTON,06/15/1998,1725,Tornado, ,F0,0,0,0,0,MS,CST, ,2079711,C,123,JAN,0,0,LAW ENFORCEMENT, ,1,40,1,NE,1,NE,MORTON,32.37,-89.65,32.37,-89.65,"This tornodo touched down briefly and did not cause any damage.","",10
5651356,YAZOO CO.,BENTON,06/15/1998,1735,Tornado, ,F0,0,0,0,0,MS,CST, ,2079711,C,163,JAN,0,0,LAW ENFORCEMENT, ,1,40, , , , ,BENTON,32.83,-90.27,32.83,-90.27,"This weak tornado touched down briefly and did not cause any damage.","",11
5669743,HANCOCK CO.,WAVELAND,08/13/1998,1502,Tornado, ,F0,0,0,0,0,MS,CST, ,1069231,C,45,LIX,0,0,LAW ENFORCEMENT, ,0,10, , , , ,WAVELAND,30.28,-89.38,30.28,-89.38,"Mississippi Highway Patrol reported a brief touchdown of a weak tornado near the Interstate Highway 10 and Mississippi Highway 603 interchange.  No damage was reported.","",12
5670161,PEARL RIVER CO.,POPLARVILLE,09/20/1998,730,Tornado, ,F1,0,1,75000,0,MS,CST, ,2150445,C,109,LIX,0,0,LAW ENFORCEMENT, ,.1,35,10,S,10,S,POPLARVILLE,30.68,-89.53,30.68,-89.53,"","A tropical depression that formed in the central Gulf of Mexico on September 17th strengthened to a minimal tropical storm named Hermine on the morning of the 18th.  Tropical Storm Hermine meandered in the Gulf of Mexico for a period of time before beginning a slow north northeast motion that brought it ashore in the early morning hours of the 20th near Cocodrie, LA in Terrebonne Parish.  Tropical Storm Hermine then drifted north over southeast Louisiana and was downgraded to a tropical depression 50 miles northwest of New Orleans during the evening of the 20th.  Winds associated with Hermine were of minimal tropical storm force and were mainly contained in squalls.  A peak wind gust of 46 mph in a squall was measured just off the southeast coast of Louisiana at the Burrwood NOAA C-MAN station near the mouth of the Mississippi River at 1139 CST on September 19th.

Two tornadoes developed in rainbands associated with Tropical Storm Hermine on September 20th.  The first tornado occurred around 0730 CST 10 miles south of Poplarville, MS and destroyed two mobile homes, damaged seven cars, and caused one injury.  A second weak tornado briefly touched down near Bay St. Louis, MS around 0850 CST resulting in only minor damage.

Isolated flash flooding also occurred with Tropical Storm Hermine on September 20th when 4 to 5 inches of rain fell on areas of  Walthall county.  Sections of a few roadways in southern Walthall county were briefly under water including Mississippi Highway 27 which was covered by up to a foot of water in places.",13
