EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5539032,MARSHALL CO.,BYHALIA,01/18/1996,905,Tornado, ,F0,0,0,50,0,MS,CST, ,2404339,C,93,MEG,0,0, , ,.1,10, , , , ,BYHALIA,34.88,-89.68,34.88,-89.68,"","A tornado briefly touched down producing little damage.",1
5535507,PONTOTOC CO.,PONTOTOC,01/18/1996,1040,Tornado, ,F0,0,1,30000,0,MS,CST, ,1000275,C,115,MEG,0,0, , ,1,25,5,SE,4,SE,PONTOTOC,34.20,-88.93,34.22,-88.95,"","A mobile home was destroyed at the Black Zion Community near Pontotoc. One woman sustained minor cuts and bruises. Six other mobile homes were damaged. Trees and power lines were also blown down.",2
5536025,JACKSON CO.,HURLEY,01/18/1996,1520,Tornado, ,F0,0,0,0,0,MS,CST, ,2404376,C,59,LIX,0,0, , ,.1,10, , , , ,HURLEY,30.67,-88.50,30.67,-88.50,"","The public reported that a tornado touched down momentarily without causing any damage.",3
5548512,PEARL RIVER CO.,WHITE SAND,02/19/1996,1330,Tornado, ,F2,0,10,700000,0,MS,CST, ,2030480,C,109,LIX,0,0, , ,23,430,1,NW,8,NE,HILLSDALE,30.82,-89.67,31.02,-89.40,"","A strong tornado touched down just northwest of the White Sand community. The most significant damage occurred in the initial 2.2 miles just to the north of the White Sand community where ten people were injured; five seriously, requiring hospitalization. The most serious was a woman who suffered a broken back, broken ribs and a punctured lung. The tornado continued on the ground continuously to just north of Poplarville, then intermittently to near Hillsdale. The county suffered considerable property damage with five houses destroyed, 10 had major damage and 14 minor damage. Nine mobile homes were destroyed, 3 sustained major damage and 5 minor damage. Numerous barns and other buildings were damaged. Several farm animals were killed. Large areas of 8 to 12 inch diameter trees were downed. The tornado path was surveyed by National Weather Service employees.",4
5548521,PEARL RIVER CO.,MC NEIL,02/19/1996,1405,Tornado, ,F1,0,0,100000,0,MS,CST, ,2030487,C,109,LIX,0,0, , ,7,40,5,NE,1,S,SAVANNAH,30.72,-89.57,30.72,-89.48,"","A tornado touched down along a near continous path. Several houses were damaged and several mobile homes were destroyed. Large trees were downed or uprooted, including a pecan tree with a trunk diameter of 36 inches. The tornado was visually spotted by emergency rescue crews on Interstate Highway 59 northeast of McNeil who were responding to the tornado damage in the north portion of the county. National Weather Service employees surveyed the tornado damage path.",5
5541530,GREENE CO.,RICHTON,02/19/1996,1420,Tornado, ,F2,0,4,150000,0,MS,CST, ,2403431,C,41,MOB,0,0, , ,5,400,6,E,3,W,SMITHTOWN,31.35,-88.85,31.43,-88.77,"","NUMEROUS TREES WERE TOPPLED AND SEVERAL MOBILE HOMES WERE DAMAGED BY A TORNADO THAT FIRST TOUCHED DOWN IN THE NORTHWEST PART OF GREENE COUNTY.  THE TORNADO FIRST TOUCHED DOWN ABOUT SIX MILES EAST OF RICHTON ON MS HWY 42 AT ABOUT 220 PM CDT.  THE TORNADO THEN  SKIPPED ALONG THE GROUND TO THE NORTHEAST AND MOVED INTO WAYNE COUNTY ALONG MS HWY 63.  NUMEROUS TREES WERE BLOWN DOWN ALONG THE PATH OF THE TORNADO AND SEVERAL MOBILE HOMES WERE DAMAGED.  FOUR PEOPLE IN ONE OF THE MOBILE HOMES WERE INJURED.  THE TORNADO WAS ON THE GROUND FOR ABOUT 5 MILES IN GREENE COUNTY.",6
5537910,FORREST CO.,CARNES,02/19/1996,1420,Tornado, ,F1,0,0,100000,0,MS,CST, ,2403021,C,35,JAN,0,0, , ,2,100,1,SW,1,NE,CARNES,30.97,-89.28,31.00,-89.25,"","This short track tornado did a considerable amount of damage in the Carnes area. Two mobile home trailers were destroyed. Several sheds were destroyed. The roofs of a house and a church were damaged. Several barns were damaged. Numerous trees were blown down.",7
5541532,WAYNE CO.,SMITHTOWN,02/19/1996,1422,Tornado, ,F1,0,0,50000,0,MS,CST, ,2403433,C,153,MOB,0,0, , ,13,400,3,W, , ,CHICORA,31.43,-88.78,31.57,-88.58,"","A TORNADO MOVED OUT OF GREENE COUNTY INTO WAYNE COUNTY ABOUT 222 PM CDT 3 MILES WEST OF SMITHTOWN AND 1 MILE WEST OF MS HWY 63.  THE TORNADO CROSSED MS HWY 63 AND THEN SKIPPED ALONG THE GROUND ACROSS MOSTLY OPEN FIELDS BEFORE LIFTING BACK INTO THE CLOUDS JUST EAST OF CHICORA.  SEVERAL HOMES HAD ROOF AND SIDING DAMAGE AND NUMEROUS TREES WERE BLOWN DOWN BY THE TORNADO.  THE TORNADO SKIPPED ALONG THE GROUND FOR ABOUT 13 MILES WHILE IT WAS IN WAYNE COUNTY.",8
5541531,PERRY CO.,NEW AUGUSTA,02/19/1996,1435,Tornado, ,F1,0,0,50000,0,MS,CST, ,2403432,C,111,MOB,0,0, , ,13,400,6,S,3,W,PLESANT HILL,31.12,-89.03,31.23,-88.85,"","A TORNADO FIRST TOUCHED DOWN IN PERRY COUNTY NEAR REDHILL WHICH IS ABOUT 6 MILES SOUTH OF NEW AUGUSTA AT ABOUT 235 PM CDT.  THE TORNADO THEN MOVED NORTHEAST ACROSS MS HWY 29 KNOCKING DOWN SEVERAL TREES IN ITS PATH.  THE TORNADO CONTINUED SKIPPING ALONG THE GROUND CROSSING US HWY 98 JUST WEST OF BEAUMONT.  THE TORNADO DAMAGED ROOFS ON THREE HOMES JUST SOUTH OF KITTRELL AND WEST OF MS HWY 15.  THE TORNADO CROSSED MS HWY 15 NEAR KITTRELL AND DAMAGED SIDING AND SHINGLES FROM SEVERAL HOMES HERE.  THE TORNADO THEN CONTINUED NORTHEAST ACROSS OPEN PASTURE KNOCKING DOWN TREES.  THE TORNADO SKIPPED ALONG THE GROUND FOR ABOUT 13 MILES IN PERRY COUNTY BEFORE MOVING INTO GREENE COUNTY, 3 MILES WEST OF PLEASANT HILL.  NO INJURIES WERE REPORTED.",9
5541726,GREENE CO.,PLEASANT HILL,02/19/1996,1500,Tornado, ,F1,0,0,40000,0,MS,CST, ,2403451,C,41,MOB,0,0, , ,9,300,3,W,3,SE,AVERA,31.23,-88.85,31.27,-88.72,"","A TORNADO THAT BEGAN IN PERRY COUNTY MOVED INTO GREENE COUNTY THREE MILES WEST OF PLEASANT HILL.  THE TORNADO SKIPPED ALONG THE GROUND ACROSS MOSTLY OPEN PASTURE FOR ABOUT NINE MILES BEFORE LIFTING BACK INTO THE CLOUD JUST EAST OF STATE HIGHWAY 63, 3 MILES SOUTHEAST OF AVERA.  THE TORNADO BLEW DOWN SEVERAL TREES ALONG ITS PATH AND ALSO DAMAGED THE ROOFS OF A COUPLE OF HOMES.  NO INJURIES WERE REPORTED.",10
