EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
428702,PEARL RIVER CO.,POPLARVILLE,01/13/2013,1645,Tornado, ,EF1,0,0,40000,0,MS,CST-6, ,71331,C,109,LIX,0,0,NWS Storm Survey, ,1,150,2,SE,2,E,POPLARVILLE,30.8123,-89.5046,30.8252,-89.4967,"A storm survey confirmed a tornado touchdown. The tornado touched down on Progress Road just east of Interstate 59 and traveled approximately 1 mile. The path width was approximately 150 yards. Over one dozen hardwood and softwood trees were snapped, one of which severely damaged a pickup truck. A metal workshop building had significant roof damage in which half of it was removed. A trampoline was lifted and thrown approximately 200 yards. The damage was consistent with EF-1 intensity. Winds were estimated at 95 mph.","A cold front moving across southeast Louisiana and south Mississippi triggered the development of several severe thunderstorms.",1
431498,WAYNE CO.,ROBINSON JCT,01/13/2013,1815,Tornado, ,EF1,0,0,100000,0,MS,CST-6, ,71678,C,153,MOB,0,0,NWS Storm Survey, ,3.35,200,3,ENE,3,ESE,DENHAM,31.5899,-88.5258,31.6265,-88.4884,"The initial tornado touchdown was located near|Odell Chambers Drive where it produced sporadic tree damage. The|tornado continued northeastward...Intensifying to EF-1 intensity|and widening to 200 yards as it moved across Oscar Jordan Road. In|this area...significant tree damage was observed. Numerous pine|trees were snapped and several large oak trees were uprooted.|The tornado continued northeast...Producing structural damage|near the intersection of John Pettis Drive and Jordan Sumrall|Road. One modular home and one mobile home suffered the loss of their|roofs. Additional tree damage was noted with pine trees snapped|and oak trees uprooted. The damage was consistent with EF-1 intensity.|The tornado continued northeast to Denham Progress Road where|one large chicken house was destroyed and another experienced major|damage. The tornado weakened and lifted just to the east of Denham|Progress Road in a wooded area.","An isolated severe thunderstorm developed ahead of a|strong cold front and tracked from northern Perry County and extreme|northwest Greene County into southeastern Wayne County. The storm|intensified as it approached Highway 45 near Buckatunna and produced|a short tracked tornado just east of Highway 45 and north of|Buckatunna.",2
424060,BOLIVAR CO.,STRINGTOWN,01/29/2013,1848,Tornado, ,EF0,0,0,5000,0,MS,CST-6, ,70627,C,11,JAN,0,0,NWS Storm Survey, ,0.45,50,2,NW,2,NNW,STRINGTOWN,33.59,-91.02,33.5938,-91.0137,"This tornado touched down briefly near the Strongtown community and uprooted one large tree and caused some minor shingle damage to three homes. Maximum winds were estimated at 75 mph.","A strong weather system approaching the ArkLaMiss initiated a prolonged period of severe weather that lasted from early evening on the 29th into the early morning hours of the 30th. Two tornadoes crossed Bolivar County, with multiple instances of thunderstorm wind damage occurring. One storm that crossed eastern Washington County into Sunflower County caused substantial straight line wind damage. A few instances of flash flooding occurred with these storms as well.",3
424168,BOLIVAR CO.,SKENE,01/29/2013,2310,Tornado, ,EF1,0,0,175000,0,MS,CST-6, ,70627,C,11,JAN,0,0,NWS Storm Survey, ,5.53,150,1,S,0,WNW,CLEVELAND MUNI ARPT,33.68,-90.8,33.7515,-90.7567,"The tornado started along Evans Road west-southwest of the Skene community. As it moved northeast, it crossed Highway 448 and Shaw-Skene Road, causing minor roof damage to a few homes, removing part of an awning from a home, snapped some large limbs and small trees, and knocked down a few wooden power poles. The tornado reached its maximum strength as it crossed Cleveland Crossing Road, knocking down several power poles, downing some traffic signs and dropping roofing debris near the road. The tornado continued northeast, causing some shingle damage to a couple of homes along Highway 8 and snapped some large limbs. The tornado appeared to dissipate near this point just south of the Cleveland Municipal Airport. Maximum winds were estimated at 100 mph.","A strong weather system approaching the ArkLaMiss initiated a prolonged period of severe weather that lasted from early evening on the 29th into the early morning hours of the 30th. Two tornadoes crossed Bolivar County, with multiple instances of thunderstorm wind damage occurring. One storm that crossed eastern Washington County into Sunflower County caused substantial straight line wind damage. A few instances of flash flooding occurred with these storms as well.",4
434815,MONROE CO.,GREENWOOD SPGS,01/30/2013,425,Tornado, ,EF1,0,0,50000,0,MS,CST-6, ,71143,C,95,MEG,0,0,NWS Storm Survey, ,6.99,300,3,SSW,1,ESE,GATTMAN,33.8361,-88.3454,33.8723,-88.2317,"A weak tornado touched down a couple miles south of Greenwood Springs on Grubb Springs Road where a few large tree branches were broken and a few shingles were torn off a house. The tornado tracked northeast uprooting numerous trees and damaging a couple of barns and outbuildings along Easter Valley Road. Trees were then uprooted along Wolf Road. The tornado then damaged the roofs of three houses and uprooted more trees along Pleasant Hills Road before crossing the state line into Alabama.","An intensifying surface low moved from the Southern Plains into the Great Lakes. Meanwhile the associated strong cold front swept across the Mid-South during the evening hours of January 29, 2013 into the early morning hours of January 30, 2013. Strong winds aloft combined with an increasingly unstable airmass set the stage for severe weather across the region. A broken line of thunderstorms moved into Eastern Arkansas during the evening hours of January 29, 2013 and eventually formed a solid line of thunderstorms as it crossed the Mississippi River and moved into West Tennessee and North Mississippi during the overnight hours.  There were numerous reports of damaging winds and flash flooding.",5
432804,LAWRENCE CO.,ARM,02/10/2013,1539,Tornado, ,EF1,0,0,75000,0,MS,CST-6, ,71831,C,77,JAN,0,0,NWS Storm Survey, ,1.58,140,2,SSE,2,SW,BOURNHAM,31.4728,-90.0118,31.4819,-89.9872,"This tornado started in a wooded area between River Road and GW Smith Road. As it moved east northeast, it snapped and uprooted a couple dozen hardwood and softwood trees along GW Smith Road. It also downed a couple power lines in this area. Several hay barns were damaged with tin thrown along the path. A well defined convergent pattern was noted with the tree damage. Also along this road, a mobile home had the front porch removed, and three other homes sustained minor roof damage. The tornado dissipated as it crossed highway 43. Maximum wind speeds were estimated at 95 mph.","An approaching cold front, an unusually high amount of wind shear, and sufficient instability resulted in an outbreak of severe thunderstorms across portions of the lower Deep South, including a violent tornado that moved through Hattiesburg. During the morning hours of February 10th, a line of severe thunderstorms moved into the ArkLaMiss, downing trees and powerlines over portions of southeast Arkansas, northeast Louisiana, and central Mississippi. There was also a barn destroyed near Silver City in Humphreys County. The storms continued to push eastward through the early afternoon, then began to slow down as the cold front began to stall. To the south and east of this line of storms, several supercell thunderstorms developed in the more unstable air mass over south Mississippi, with many of the storms exhibiting strong rotation on radar. Shortly after 4 pm, a tornado developed over southwest Marion County near the Pickwick community and tracked across the county into far western Lamar County before lifting. The same storm which produced this tornado continued eastward across northern Lamar County, producing a large tornado which touched down west of Oak Grove and tracked through the very populated West Hattiesburg area. The tornado continued into Forrest County, tracking through the cities of Hattiesburg and Petal before ending in northwestern Perry County. Considerable damage occurred along the path of this storm, and several people were injured. Scattered severe storms continued to affect the Pine Belt area through the remainder of the evening and into the early morning hours of the 11th, before finally moving out of the area.||In addition to severe weather, flash flooding was a major issue in several areas. From the 10th through the early morning hours of the 11th, the heaviest rainfall occurred over parts of southeast Mississippi, where 5 to 7 inches of rain fell and flash flooding was reported in the area. Rainfall amounts of up to 3 1/2 inches occurred in the Jackson metro area, leading to considerable flash flooding. Quick rises occurred on several streams in the city of Jackson.",6
432823,MARION CO.,PICKWICK,02/10/2013,1623,Tornado, ,EF2,0,3,300000,0,MS,CST-6, ,71831,C,91,JAN,0,0,NWS Storm Survey, ,16.73,400,4,WSW,6,NNE,PINEBUR,31.1091,-89.9209,31.209,-89.6632,"This tornado started just inside Marion County on New Hope Road where a few outbuildings were destroyed. On the east side of the road, a home had a good portion of the roof torn off. The tornado then crossed Hurricane Creek Road and approached Mt Carmel Church Road, which is where the most intense damage occurred. Three mobile homes were completely destroyed with just the undercarriage left (3 injuries occurred here). A bit further northeast, the tornado crossed Regan Road where three homes sustained significant roof damage. Numerous trees were snapped or uprooted in this area as well. The tornado weakened as it crossed Hwy 35, but continued to produce low end tree damage across Hwy 13 South and Game Reserve Road. Additional damage to structures occurred near the Lamar County line along Columbia-Purvis Road, Powell Lane and Culdesac Drive. The tornado then entered Lamar County causing additional damage to structures with one home off Wiley Lott Road having the roof removed. A number of power poles were snapped in this area as well, along with significant tree damage. The tornado dissipated shortly after producing this damage. Maximum wind speeds were estimated at 120 mph.","An approaching cold front, an unusually high amount of wind shear, and sufficient instability resulted in an outbreak of severe thunderstorms across portions of the lower Deep South, including a violent tornado that moved through Hattiesburg. During the morning hours of February 10th, a line of severe thunderstorms moved into the ArkLaMiss, downing trees and powerlines over portions of southeast Arkansas, northeast Louisiana, and central Mississippi. There was also a barn destroyed near Silver City in Humphreys County. The storms continued to push eastward through the early afternoon, then began to slow down as the cold front began to stall. To the south and east of this line of storms, several supercell thunderstorms developed in the more unstable air mass over south Mississippi, with many of the storms exhibiting strong rotation on radar. Shortly after 4 pm, a tornado developed over southwest Marion County near the Pickwick community and tracked across the county into far western Lamar County before lifting. The same storm which produced this tornado continued eastward across northern Lamar County, producing a large tornado which touched down west of Oak Grove and tracked through the very populated West Hattiesburg area. The tornado continued into Forrest County, tracking through the cities of Hattiesburg and Petal before ending in northwestern Perry County. Considerable damage occurred along the path of this storm, and several people were injured. Scattered severe storms continued to affect the Pine Belt area through the remainder of the evening and into the early morning hours of the 11th, before finally moving out of the area.||In addition to severe weather, flash flooding was a major issue in several areas. From the 10th through the early morning hours of the 11th, the heaviest rainfall occurred over parts of southeast Mississippi, where 5 to 7 inches of rain fell and flash flooding was reported in the area. Rainfall amounts of up to 3 1/2 inches occurred in the Jackson metro area, leading to considerable flash flooding. Quick rises occurred on several streams in the city of Jackson.",7
437184,LAMAR CO.,TATUMS CAMPS,02/10/2013,1649,Tornado, ,EF2,0,0,75000,0,MS,CST-6, ,71831,C,73,JAN,0,0,NWS Storm Survey, ,1.4,400,7,W,5,W,TATUMS CAMPS,31.209,-89.663,31.2131,-89.6399,"This tornado started just inside Marion County on New Hope Road where a few outbuildings were destroyed. On the east side of the road, a home had a good portion of the roof torn off. The tornado then crossed Hurricane Creek Road and approached Mt Carmel Church Road, which is where the most intense damage occurred. Three mobile homes were completely destroyed with just the undercarriage left (3 injuries occurred here). A bit further northeast, the tornado crossed Regan Road where three homes sustained significant roof damage. Numerous trees were snapped or uprooted in this area as well. The tornado weakened as it crossed Hwy 35, but continued to produce low end tree damage across Hwy 13 South and Game Reserve Road. Additional damage to structures occurred near the Lamar County line along Columbia-Purvis Road, Powell Lane and Culdesac Drive. The tornado then entered Lamar County causing additional damage to structures with one home off Wiley Lott Road having the roof removed. A number of power poles were snapped in this area as well, along with significant tree damage. The tornado dissipated shortly after producing this damage. Maximum wind speeds were estimated at 120 mph.","An approaching cold front, an unusually high amount of wind shear, and sufficient instability resulted in an outbreak of severe thunderstorms across portions of the lower Deep South, including a violent tornado that moved through Hattiesburg. During the morning hours of February 10th, a line of severe thunderstorms moved into the ArkLaMiss, downing trees and powerlines over portions of southeast Arkansas, northeast Louisiana, and central Mississippi. There was also a barn destroyed near Silver City in Humphreys County. The storms continued to push eastward through the early afternoon, then began to slow down as the cold front began to stall. To the south and east of this line of storms, several supercell thunderstorms developed in the more unstable air mass over south Mississippi, with many of the storms exhibiting strong rotation on radar. Shortly after 4 pm, a tornado developed over southwest Marion County near the Pickwick community and tracked across the county into far western Lamar County before lifting. The same storm which produced this tornado continued eastward across northern Lamar County, producing a large tornado which touched down west of Oak Grove and tracked through the very populated West Hattiesburg area. The tornado continued into Forrest County, tracking through the cities of Hattiesburg and Petal before ending in northwestern Perry County. Considerable damage occurred along the path of this storm, and several people were injured. Scattered severe storms continued to affect the Pine Belt area through the remainder of the evening and into the early morning hours of the 11th, before finally moving out of the area.||In addition to severe weather, flash flooding was a major issue in several areas. From the 10th through the early morning hours of the 11th, the heaviest rainfall occurred over parts of southeast Mississippi, where 5 to 7 inches of rain fell and flash flooding was reported in the area. Rainfall amounts of up to 3 1/2 inches occurred in the Jackson metro area, leading to considerable flash flooding. Quick rises occurred on several streams in the city of Jackson.",8
433413,LAMAR CO.,OAK GROVE,02/10/2013,1703,Tornado, ,EF4,0,8,13500000,0,MS,CST-6, ,71831,C,73,JAN,0,0,NWS Storm Survey, ,7.55,1320,3,W,1,ESE,WARDWELL STATION,31.2802,-89.4665,31.3215,-89.348,"The tornado started along Highway 589, where some limbs and small trees were blown down. It became intense rather quickly, producing significant damage as it moved through the West Lake Serene area. The tornado reached its maximum intensity in the area around and just southwest of Oak Grove High School where maximum winds were estimated at 170 mph, which is EF-4 strength. There was a brick home in a subdivision southwest of the high school, just west of old Highway 11, that was completely leveled with all interior and exterior walls down, and a fair amount of large debris was blown downstream. Additionally, very high end timber damage occurred in this location with a number of trees showing debarking and denuding. Several other homes in this subdivision also sustained EF-2 to EF-3 damage. As the tornado crossed old Highway 11, it produced extensive damage on the campus of Oak Grove High School. The field house adjoining the football stadium was destroyed, the baseball stadium and a large metal building adjoining the stadium were essentially destroyed, and several large steel/concrete light standards were snapped at both the baseball and football stadiums. A vehicle was thrown from the parking lot adjoining the baseball stadium, up a small hill and was deposited near the pitching mound in the middle of the baseball field. The main building of the high school also suffered roof damage.||The tornado then moved northeast into the heavily populated areas of Oak Grove and West Hattiesburg, including areas along Lincoln Road Extension, Weathersby Road, Oak Grove Road, and the area just south of Highway 98 along Clark, Lamar and Foxgate Avenues. Numerous homes were destroyed or suffered major damage, and a few homes showed evidence of high end EF-3 damage. Dozens of power poles were snapped and extensive tree damage occurred. Video evidence and ground survey damage appeared to indicate that the tornado was multi-vortex in nature during its Lamar County portion. Just before crossing Interstate 59, it caused significant roof damage to a number of apartment buildings just west of the interstate. In total in Lamar County, emergency management indicated that 51 homes were destroyed and 170 suffered major damage.||The tornado then moved into Forrest County just to the south of Hardy Street damaging numerous homes with the damage in the EF-2 and EF-3 category. It then crossed Hardy Street impacting the southeast corner of the University of Southern Mississippi campus. Numerous buildings were damaged in this area including several campus buildings and a large church. Numerous power poles were blown down in this area and several metal traffic lights were bent or torn off their bases. Damage in this area was also EF-2 and EF-3.||The tornado continued across Highway 49 impacting multiple neighborhoods. Numerous roofs were blown off houses and many trees fell on houses and vehicles. The tornado crossed North Main Street causing significant damage to the Red Cross building, the Girl Scouts building, and bending large metal poles at the Hattiesburg High School athletic fields. The tornado then moved across east 7th Street causing significant damage to several large brick buildings. Damage in the area between north Main Street and east 7th Avenue was in the high end EF-3 range with maximum winds around 160 mph.||The tornado continued into Petal with the most significant damage occurring to an Ace Hardware store on South Main Street. Numerous homes in the vicinity of the hardware store also had roofs torn off and exterior walls collapsed. This damage was also rated high end EF-3 with maximum winds around 160 mph.||The tornado began to weaken as it crossed the Evelyn Gandy Parkway to the northeast of Petal. Damage in this area was mainly EF-1 and EF-2 and consisted of roof damage and snapped trees. The tornado strengthened one last time as it moved through a neighborhood just off Twin Lakes Road. Numerous well built homes experienced EF-2 damage to the roofs in this neighborhood. The tornado weakened as it approached the Perry County line and dissipated a couple of miles into Perry County. Damage at the end of the track was in the EF-0 to EF-1 range.||In Forrest County, emergency management indicated that 133 homes were destroyed and 207 suffered major damage. There were 63 reported injuries.||This is the second violent tornado to impact Lamar and Forrest Counties in recorded history. The other violent tornado was the infamous Purvis tornado on April 24, 1908 that was on the ground for 155 miles and impacted many counties across Mississippi. In total, 143 people were killed by this tornado, including 60 in Lamar County and 4 in Forrest County.","An approaching cold front, an unusually high amount of wind shear, and sufficient instability resulted in an outbreak of severe thunderstorms across portions of the lower Deep South, including a violent tornado that moved through Hattiesburg. During the morning hours of February 10th, a line of severe thunderstorms moved into the ArkLaMiss, downing trees and powerlines over portions of southeast Arkansas, northeast Louisiana, and central Mississippi. There was also a barn destroyed near Silver City in Humphreys County. The storms continued to push eastward through the early afternoon, then began to slow down as the cold front began to stall. To the south and east of this line of storms, several supercell thunderstorms developed in the more unstable air mass over south Mississippi, with many of the storms exhibiting strong rotation on radar. Shortly after 4 pm, a tornado developed over southwest Marion County near the Pickwick community and tracked across the county into far western Lamar County before lifting. The same storm which produced this tornado continued eastward across northern Lamar County, producing a large tornado which touched down west of Oak Grove and tracked through the very populated West Hattiesburg area. The tornado continued into Forrest County, tracking through the cities of Hattiesburg and Petal before ending in northwestern Perry County. Considerable damage occurred along the path of this storm, and several people were injured. Scattered severe storms continued to affect the Pine Belt area through the remainder of the evening and into the early morning hours of the 11th, before finally moving out of the area.||In addition to severe weather, flash flooding was a major issue in several areas. From the 10th through the early morning hours of the 11th, the heaviest rainfall occurred over parts of southeast Mississippi, where 5 to 7 inches of rain fell and flash flooding was reported in the area. Rainfall amounts of up to 3 1/2 inches occurred in the Jackson metro area, leading to considerable flash flooding. Quick rises occurred on several streams in the city of Jackson.",9
433414,FORREST CO.,HATTIESBURG,02/10/2013,1715,Tornado, ,EF3,0,63,25000000,0,MS,CST-6, ,71831,C,35,JAN,0,0,NWS Storm Survey, ,12.3,1320,2,W,2,ESE,MACEDONIA,31.321,-89.348,31.365,-89.146,"The tornado started along Highway 589, where some limbs and small trees were blown down. It became intense rather quickly, producing significant damage as it moved through the West Lake Serene area. The tornado reached its maximum intensity in the area around and just southwest of Oak Grove High School where maximum winds were estimated at 170 mph, which is EF-4 strength. There was a brick home in a subdivision southwest of the high school, just west of old Highway 11, that was completely leveled with all interior and exterior walls down, and a fair amount of large debris was blown downstream. Additionally, very high end timber damage occurred in this location with a number of trees showing debarking and denuding. Several other homes in this subdivision also sustained EF-2 to EF-3 damage. As the tornado crossed old Highway 11, it produced extensive damage on the campus of Oak Grove High School. The field house adjoining the football stadium was destroyed, the baseball stadium and a large metal building adjoining the stadium were essentially destroyed, and several large steel/concrete light standards were snapped at both the baseball and football stadiums. A vehicle was thrown from the parking lot adjoining the baseball stadium, up a small hill and was deposited near the pitching mound in the middle of the baseball field. The main building of the high school also suffered roof damage.||The tornado then moved northeast into the heavily populated areas of Oak Grove and West Hattiesburg, including areas along Lincoln Road Extension, Weathersby Road, Oak Grove Road, and the area just south of Highway 98 along Clark, Lamar and Foxgate Avenues. Numerous homes were destroyed or suffered major damage, and a few homes showed evidence of high end EF-3 damage. Dozens of power poles were snapped and extensive tree damage occurred. Video evidence and ground survey damage appeared to indicate that the tornado was multi-vortex in nature during its Lamar County portion. Just before crossing Interstate 59, it caused significant roof damage to a number of apartment buildings just west of the interstate. In total in Lamar County, emergency management indicated that 51 homes were destroyed and 170 suffered major damage.||The tornado then moved into Forrest County just to the south of Hardy Street damaging numerous homes with the damage in the EF-2 and EF-3 category. It then crossed Hardy Street impacting the southeast corner of the University of Southern Mississippi campus. Numerous buildings were damaged in this area including several campus buildings and a large church. Numerous power poles were blown down in this area and several metal traffic lights were bent or torn off their bases. Damage in this area was also EF-2 and EF-3.||The tornado continued across Highway 49 impacting multiple neighborhoods. Numerous roofs were blown off houses and many trees fell on houses and vehicles. The tornado crossed North Main Street causing significant damage to the Red Cross building, the Girl Scouts building, and bending large metal poles at the Hattiesburg High School athletic fields. The tornado then moved across east 7th Street causing significant damage to several large brick buildings. Damage in the area between north Main Street and east 7th Avenue was in the high end EF-3 range with maximum winds around 160 mph.||The tornado continued into Petal with the most significant damage occurring to an Ace Hardware store on South Main Street. Numerous homes in the vicinity of the hardware store also had roofs torn off and exterior walls collapsed. This damage was also rated high end EF-3 with maximum winds around 160 mph.||The tornado began to weaken as it crossed the Evelyn Gandy Parkway to the northeast of Petal. Damage in this area was mainly EF-1 and EF-2 and consisted of roof damage and snapped trees. The tornado strengthened one last time as it moved through a neighborhood just off Twin Lakes Road. Numerous well built homes experienced EF-2 damage to the roofs in this neighborhood. The tornado weakened as it approached the Perry County line and dissipated a couple of miles into Perry County. Damage at the end of the track was in the EF-0 to EF-1 range.||In Forrest County, emergency management indicated that 133 homes were destroyed and 207 suffered major damage. There were 63 reported injuries.||This is the second violent tornado to impact Lamar and Forrest Counties in recorded history. The other violent tornado was the infamous Purvis tornado on April 24, 1908 that was on the ground for 155 miles and impacted many counties across Mississippi. In total, 143 people were killed by this tornado, including 60 in Lamar County and 4 in Forrest County.","An approaching cold front, an unusually high amount of wind shear, and sufficient instability resulted in an outbreak of severe thunderstorms across portions of the lower Deep South, including a violent tornado that moved through Hattiesburg. During the morning hours of February 10th, a line of severe thunderstorms moved into the ArkLaMiss, downing trees and powerlines over portions of southeast Arkansas, northeast Louisiana, and central Mississippi. There was also a barn destroyed near Silver City in Humphreys County. The storms continued to push eastward through the early afternoon, then began to slow down as the cold front began to stall. To the south and east of this line of storms, several supercell thunderstorms developed in the more unstable air mass over south Mississippi, with many of the storms exhibiting strong rotation on radar. Shortly after 4 pm, a tornado developed over southwest Marion County near the Pickwick community and tracked across the county into far western Lamar County before lifting. The same storm which produced this tornado continued eastward across northern Lamar County, producing a large tornado which touched down west of Oak Grove and tracked through the very populated West Hattiesburg area. The tornado continued into Forrest County, tracking through the cities of Hattiesburg and Petal before ending in northwestern Perry County. Considerable damage occurred along the path of this storm, and several people were injured. Scattered severe storms continued to affect the Pine Belt area through the remainder of the evening and into the early morning hours of the 11th, before finally moving out of the area.||In addition to severe weather, flash flooding was a major issue in several areas. From the 10th through the early morning hours of the 11th, the heaviest rainfall occurred over parts of southeast Mississippi, where 5 to 7 inches of rain fell and flash flooding was reported in the area. Rainfall amounts of up to 3 1/2 inches occurred in the Jackson metro area, leading to considerable flash flooding. Quick rises occurred on several streams in the city of Jackson.",10
