EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
5595084,CALHOUN CO.,SHEPHERD,03/01/1997,47,Tornado, ,F1,0,0,5000,0,MS,CST, ,2060858,C,13,MEG,0,0, , ,10,400, , ,5,SE,SAREPTA,33.97,-89.40,34.08,-89.23,"","A tornado touched down in the western part of Calhoun county and tracked northeast into Pontotoc county. The most significant damage occured in the Randolph area of Pontotoc county. One man was killed when his mobile home was destroyed. Four other persons were also injured in Randolph. In all 2 houses and 2 mobile homes were destroyed. Nine other homes were damaged. Twenty-five barns were destroyed. Two horses were killed.",11
5595085,PONTOTOC CO.,ROBBS,03/01/1997,100,Tornado, ,F1,1,4,100000,0,MS,CST, ,2060858,C,115,MEG,0,0, , ,15,400,2,SW,2,W,SHERMAN,34.10,-89.22,34.37,-88.88,"","A tornado touched down in the western part of Calhoun county and tracked northeast into Pontotoc county. The most significant damage occured in the Randolph area of Pontotoc county. One man was killed when his mobile home was destroyed. Four other persons were also injured in Randolph. In all 2 houses and 2 mobile homes were destroyed. Nine other homes were damaged. Twenty-five barns were destroyed. Two horses were killed.",12
5595086,CALHOUN CO.,BANNER,03/01/1997,235,Tornado, ,F3,0,1,10000,0,MS,CST, ,2060859,C,13,MEG,0,0, , ,5,400,3,SW,4,NW,SAREPTA,34.07,-89.43,34.17,-89.35,"","A second tornado developed in Calhoun county near Banner. This tornado also tracked northeast through extreme southeast Lafayette county, through the northwest part of Pontotoc county and through the middle of Union county. While damage occurred in all four counties, the most damage took place in Union county near the town of Martintown. All told 17 persons were injured. Ninety-one homes were damaged with forty-nine of these homes deemed uninhabitable.",13
5595087,LAFAYETTE CO.,TULA,03/01/1997,245,Tornado, ,F3,0,0,10000,0,MS,CST, ,2060859,C,71,MEG,0,0, , ,5,400,5,S,1,E,DOGTOWN,34.17,-89.37,34.27,-89.27,"","A second tornado developed in Calhoun county near Banner. This tornado also tracked northeast through extreme southeast Lafayette county, through the northwest part of Pontotoc county and through the middle of Union county. While damage occurred in all four counties, the most damage took place in Union county near the town of Martintown. All told 17 persons were injured. Ninety-one homes were damaged with forty-nine of these homes deemed uninhabitable.",14
5595088,PONTOTOC CO.,TOCCOPOLA,03/01/1997,300,Tornado, ,F3,0,0,650000,0,MS,CST, ,2060859,C,115,MEG,0,0, , ,10,400, , ,3,NW,ECRU,34.27,-89.23,34.38,-89.07,"","A second tornado developed in Calhoun county near Banner. This tornado also tracked northeast through extreme southeast Lafayette county, through the northwest part of Pontotoc county and through the middle of Union county. While damage occurred in all four counties, the most damage took place in Union county near the town of Martintown. All told 17 persons were injured. Ninety-one homes were damaged with forty-nine of these homes deemed uninhabitable.",15
5595089,UNION CO.,INGOMAR,03/01/1997,315,Tornado, ,F3,0,16,250000,0,MS,CST, ,2060859,C,145,MEG,0,0, , ,30,400,2,S,3,NW,GRAHAM,34.38,-89.03,34.58,-88.83,"","A second tornado developed in Calhoun county near Banner. This tornado also tracked northeast through extreme southeast Lafayette county, through the northwest part of Pontotoc county and through the middle of Union county. While damage occurred in all four counties, the most damage took place in Union county near the town of Martintown. All told 17 persons were injured. Ninety-one homes were damaged with forty-nine of these homes deemed uninhabitable.",16
5594878,LEE CO.,EGGVILLE,03/05/1997,1218,Tornado, ,F0,0,0,1000,0,MS,CST, ,2060828,C,81,MEG,0,0, , ,.1,10, , , , ,EGGVILLE,34.33,-88.57,34.33,-88.57,"","A garage was unroofed by a tornado which briefly touched down.",17
5605508,HOLMES CO.,TCHULA,05/02/1997,1730,Tornado, ,F3,0,0,200000,0,MS,CST, ,2063963,C,51,JAN,0,0, , ,20,200,1,S,2,ESE,EMORY,33.17,-90.23,33.23,-89.90,"This tornado initially touched down 1 mile south of Tchula and moved northeast to 2 miles east southeast of Emory. The path width and strength varied along the path, but at its widest point was 200 yards. 

The worst damage occurred at a school 2 miles east of Tchula where major damage was done. Fortunately the the school was almost vacant. Along the remainder of the path mostly F1 and F2 damage occurred. Several houses were damaged and one mobile home was flipped over. Of course numerous trees were blown down along the entire path.","",18
5605509,ATTALA CO.,HESTERVILLE,05/02/1997,1800,Tornado, ,F1,0,0,4000,0,MS,CST, ,2063963,C,7,JAN,0,0, , ,2,50,10,NE,12,NE,HESTERVILLE,33.27,-89.55,33.28,-89.52,"Numerous trees were blown down or uprooted.","",19
5605628,MONTGOMERY CO.,POPLAR CREEK,05/02/1997,1803,Tornado, ,F1,0,0,2000,0,MS,CST, ,2063963,C,97,JAN,0,0, , ,1,50,5,SSE,5,SE,POPLAR CREEK,33.28,-89.52,33.30,-89.48,"This tornado touched down in Attala county and traveled a short distance into Montgomery county. Several trees were blown down in Montgomery county.","",20
5605518,CARROLL CO.,VAIDEN,05/02/1997,1950,Tornado, ,F0,0,0,1000,0,MS,CST, ,2063963,C,15,JAN,0,0, , ,1,40, , , , ,VAIDEN,33.33,-89.75,33.33,-89.75,"This tornado touched down briefly and only blew down a couple of trees.","",21
5597618,LOWNDES CO.,CALEDONIA,05/02/1997,2000,Tornado, ,F0,0,0,5000,0,MS,CST, ,2063818,C,87,MEG,0,0, , ,5,50, , , , ,CALEDONIA,33.68,-88.33,33.68,-88.33,"A tornado touched down near the town of Caledonia. The only damage reported with the storm was several downed trees.","",22
5605520,LEFLORE CO.,SCHLATER,05/02/1997,2025,Tornado, ,F0,0,0,0,0,MS,CST, ,2063963,C,83,JAN,0,0, , ,1,40, , , , ,SCHLATER,33.65,-90.35,33.65,-90.35,"This tornado was sighted by a trained spotter. It touched down briefly in an open field and then dissipated. It caused no damage.","",23
5603744,HOLMES CO.,LEXINGTON,05/14/1997,1635,Tornado, ,F0,0,0,0,0,MS,CST, ,2063967,C,51,JAN,0,0, , ,2,30,10,E,2,N,DURANT,33.12,-89.88,33.12,-89.87,"This tornado was filmed as it crossed Interstate 55. No damage occurred with this tornado.","",24
5603746,ATTALA CO.,MC ADAMS,05/14/1997,1640,Tornado, ,F1,0,0,20000,0,MS,CST, ,2063967,C,7,JAN,0,0, , ,1.5,70, , , , ,MC ADAMS,33.02,-89.70,33.02,-89.70,"This short track tornado moved east-southeast through the town of Mc Adams. Many trees were blown down or uprooted. Some of the trees fell on buildings. Minor damage was down to a few buildings and many windows were blown out of a school.","",25
5603962,MADISON CO.,MADISON,05/27/1997,2210,Tornado, ,F0,0,0,0,0,MS,CST, ,2063976,C,89,JAN,0,0, , ,.5,30,1,S,1,S,MADISON,32.45,-90.10,32.45,-90.10,"Police department saw this tornado briefly touch down and no damage was done.","",26
5617720,JEFFERSON CO.,STAMPLEY,10/23/1997,2315,Tornado,1,F1,0,0,30000,0,MS,CST, ,2069898,C,63,JAN,0,0, , ,1.5,40,2,E,2,E,STAMPLEY,31.65,-91.12,31.65,-91.12,"One house was move off its foundation, the top of a mobile home was taken off,  and several trees were blown down across the road.","",27
5617725,CLAIBORNE CO.,PATTISON,10/23/1997,2345,Tornado, ,F1,0,0,20000,0,MS,CST, ,2069898,C,21,JAN,0,0, , ,1.5,40,2,SE,2,SE,PATTISON,31.87,-90.90,31.87,-90.90,"Minor damage was done to a church and a house and another house had roof damage. Several trees were blown down.","",28
5617780,HINDS CO.,JACKSON,10/24/1997,55,Tornado, ,F0,0,0,40000,0,MS,CST, ,2069898,C,49,JAN,0,0, , ,1,100, , , , ,JACKSON,32.33,-90.17,32.33,-90.17,"Minor  damage was done to 250 homes in southwest Jackson. Most of the damage was to shingles on roofs. Many trees were blown down. A couple of the trees fell on houses.","",29
5622307,PEARL RIVER CO.,POPLARVILLE,10/25/1997,1400,Tornado, ,F1,0,0,60000,0,MS,CST, ,2070155,C,109,LIX,0,0, , ,.2,40,10,W,10,W,POPLARVILLE,30.83,-89.70,30.83,-89.70,"The Sheriff's Office reported one mobile home destroyed, two others damaged and the roof of a house damaged.","",30
5620716,HANCOCK CO.,SELLERS,10/25/1997,1440,Tornado, ,F1,0,0,75000,0,MS,CST, ,2070924,C,45,LIX,0,0, , ,.8,40,3,W,2,W,SELLERS,30.58,-89.40,30.58,-89.38,"A tornado destroyed two mobile homes and damaged a house. The tornado was sighted by Sheriffs Office personnel when it touched down.","",31
5623023,GEORGE CO.,AGRICOLA,10/25/1997,1610,Tornado, ,F1,0,7,90000,0,MS,CST, ,2070212,C,39,MOB,0,0, , ,12,300,6,SW,6,E,AGRICOLA,30.73,-88.58,30.80,-88.42,"A mesocyclone intermittently produced a weak tornado as the storm tracked northeast across George county.  The tornado first briefly touched down along River Road  near the Barton community where trees were blown down.  The tornado touched down again near Grain Elevator Road blowing down several century old Live Oak trees.  The oak trees fell around a home which sustained only minor damage.  The tornado touched down again just west of State Road 63 where it destroyed two mobile homes and caused major damage to another.  Trees and some outbuildings were also damaged.  The tornado again briefly touched down along Barton Agricola Road where trees were blown down.   The tornado then touched down in the Howell community on the edge of George county.  Trees  were blown down along County Road 612 where a mobile home was completely destroyed and another damaged.  Six persons in the destroyed mobile home were injured.  Most of the damage from the tornado was in the F0 range with F1 damage occurring with the destruction of the mobile homes in the Barton and Howell communities.  A total of seven people were injured with two admitted to a hospital where they were later released.  The tornado then moved into Mobile county just west of Wilmer.","",32
5620721,PEARL RIVER CO.,NICHOLSON,11/21/1997,1433,Tornado, ,F1,0,2,700000,0,MS,CST, ,2070926,C,109,LIX,0,0, , ,4,100,1,N,1,N,NICHOLSON,30.50,-89.70,30.50,-89.70,"","A severe thunderstorm moved out of St. Tammany Parish, Louisiana into extreme south Mississippi. Several short lived tornadoes touched down as it crossed Pearl River, Hancock, and Harrison Counties. Near Nicholson, a tornado touched down near Nicholson, moving through a mobile home park and also passing across the Mississippi Visitors Center on Interstate Highway 59. Damage path was estimated at  approximately four miles, due to lack of ground access in Pearl River drainage area to the west of Nicholson. Preliminary reports from Pearl River County and state officials indicated that 3 single family homes were destroyed and 18 others heavily damaged; and 21 mobile homes were destroyed and 8 others heavily damaged.  Several car windows were blown out when the tornado passed through the Visitors Center. One person was injured in the mobile home park and another person suffered minor injuries in a nearby subdivision when their auto was hit by falling trees and limbs. Large hail was also reported by the Sheriffs Office in McNeil. 

Two addtional tornado touch-downs were reported in north Hancock County and north Harrison County as the severe thunderstorm moved northeast. In north Hancock County, civil defense reported two homes were damaged along with two mobile homes when a tornado touched down in a rural area. In north Harrison County, a tornado damaged a convenience store along with heavily damaging a couple of mobile homes. The tornado path lengths in Hancock and Harrison Counties were estimated from damage reports.",33
5620722,HANCOCK CO.,SELLERS,11/21/1997,1500,Tornado, ,F1,0,0,50000,0,MS,CST, ,2070926,C,45,LIX,0,0, , ,.3,30,6,SW,6,SW,SELLERS,30.52,-89.42,30.52,-89.42,"","A severe thunderstorm moved out of St. Tammany Parish, Louisiana into extreme south Mississippi. Several short lived tornadoes touched down as it crossed Pearl River, Hancock, and Harrison Counties. Near Nicholson, a tornado touched down near Nicholson, moving through a mobile home park and also passing across the Mississippi Visitors Center on Interstate Highway 59. Damage path was estimated at  approximately four miles, due to lack of ground access in Pearl River drainage area to the west of Nicholson. Preliminary reports from Pearl River County and state officials indicated that 3 single family homes were destroyed and 18 others heavily damaged; and 21 mobile homes were destroyed and 8 others heavily damaged.  Several car windows were blown out when the tornado passed through the Visitors Center. One person was injured in the mobile home park and another person suffered minor injuries in a nearby subdivision when their auto was hit by falling trees and limbs. Large hail was also reported by the Sheriffs Office in McNeil. 

Two addtional tornado touch-downs were reported in north Hancock County and north Harrison County as the severe thunderstorm moved northeast. In north Hancock County, civil defense reported two homes were damaged along with two mobile homes when a tornado touched down in a rural area. In north Harrison County, a tornado damaged a convenience store along with heavily damaging a couple of mobile homes. The tornado path lengths in Hancock and Harrison Counties were estimated from damage reports.",34
5620723,HARRISON CO.,SAUCIER,11/21/1997,1525,Tornado, ,F1,0,0,50000,0,MS,CST, ,2070926,C,47,LIX,0,0, , ,.3,30,5,SW,5,SW,SAUCIER,30.58,-89.20,30.58,-89.20,"","A severe thunderstorm moved out of St. Tammany Parish, Louisiana into extreme south Mississippi. Several short lived tornadoes touched down as it crossed Pearl River, Hancock, and Harrison Counties. Near Nicholson, a tornado touched down near Nicholson, moving through a mobile home park and also passing across the Mississippi Visitors Center on Interstate Highway 59. Damage path was estimated at  approximately four miles, due to lack of ground access in Pearl River drainage area to the west of Nicholson. Preliminary reports from Pearl River County and state officials indicated that 3 single family homes were destroyed and 18 others heavily damaged; and 21 mobile homes were destroyed and 8 others heavily damaged.  Several car windows were blown out when the tornado passed through the Visitors Center. One person was injured in the mobile home park and another person suffered minor injuries in a nearby subdivision when their auto was hit by falling trees and limbs. Large hail was also reported by the Sheriffs Office in McNeil. 

Two addtional tornado touch-downs were reported in north Hancock County and north Harrison County as the severe thunderstorm moved northeast. In north Hancock County, civil defense reported two homes were damaged along with two mobile homes when a tornado touched down in a rural area. In north Harrison County, a tornado damaged a convenience store along with heavily damaging a couple of mobile homes. The tornado path lengths in Hancock and Harrison Counties were estimated from damage reports.",35
