EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
10330718,CARROLL CO.,Colla,01/18/1995,1540,Tornado,0,F0,0,0,2000,0,MS,CST, , ,C,15, ,0,0, , ,1,25,3,N,0, , ,33.45,-89.88, , ,"This weak tornado blew down several trees along Highway 17. ","",1
10330363,MONTGOMERY CO.,Winona,01/18/1995,1548,Tornado,0,F0,0,0,2000,0,MS,CST, , ,C,97, ,0,0, , ,2,40,0, ,0, , ,33.48,-89.73, , ,"This Weak tornado was tracked across the city of Winona.  Only minor damage to trees and signs was reported. ","",2
10330204,MADISON CO.,Flora,03/06/1995,1713,Tornado,0,F0,0,0,3000,0,MS,CST, , ,C,89, ,0,0, , ,1,200,10,NE,0, , ,32.67,-90.18, , ,"Numerous trees were twisted off or blown down.  One house had minor roof damage. ","",3
10329864,FORREST CO.,Hattiesburg,03/07/1995,1040,Tornado,0,F0,0,0,5000,0,MS,CST, , ,C,35, ,0,0, , ,2,50,8,SE,0, , ,31.22,-89.20, , ,"The tornado touched down in Camp Shelby, a reserve base, and blew down 50 trees, but did not damage any structures. ","",4
10333049,SMITH CO.,Raleigh to,03/07/1995,1108,Tornado,0,F1,0,1,250000,0,MS,CST, , ,C,129, ,0,0, , ,3,500,6,SE,2,SW,Sylvarena, , , , ,"The tornado began in the Mineral Springs Community along Highway 19 and moved three miles to the northeast.  Two homes and four mobile homes sustained major damage.  Eight homes, six mobile homes, and 10 outbuildings received minor damage.  One person was injured.  Numerous trees were blown down along the tornado path. ","",5
10329926,JASPER CO.,Bay Springs,03/07/1995,1122,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,61, ,0,0, , ,1,30,5,NW,0, , ,32.05,-89.33, , ,"The tornado was sighted by spotters, but no damage occurred. ","",6
10329927,JASPER CO.,Bay Springs,03/07/1995,1130,Tornado,0,F0,0,0,4000,0,MS,CST, , ,C,61, ,0,0, , ,1,35,5,N,0, , ,32.05,-89.30, , ,"Numerous trees were blown down. ","",7
10329866,FORREST CO.,Lumberton,03/07/1995,1217,Tornado,0,F0,0,0,2000,0,MS,CST, , ,C,35, ,0,0, , ,1,40,0, ,0, , ,31.00,-89.45, , ,"This tornado was observed by local law officials.  The only damage was a few trees blown down. ","",8
10330882,CLARKE CO.,Quitman,03/07/1995,1254,Tornado,0,F0,0,0,10000,0,MS,CST, , ,C,23, ,0,0, , ,2,50,0, ,0, , ,32.05,-88.73, , ,"Several houses had minor damage.  Numerous trees and power lines were blown down. ","",9
10333191,WALTHALL CO.,Tylertown,04/11/1995,415,Tornado,0,F1,1,0,0,0,MS,CST, , ,C,147, ,0,0, , ,5,30,5,E,0, , ,31.12,-90.05,31.12,-89.95,"A tornado touched down east of Tylertown. A man was killed when a large tree fell on his mobile home. Civil defense reported 12 houses and 2 mobile homes damaged, 4 mobile homes destroyed and numerous trees downed blocking roads across the county. M40MH ","",10
10330246,MARION CO.,Columbia,04/11/1995,500,Tornado,0,F2,0,0,20000,0,MS,CST, , ,C,91, ,0,0, , ,23,500,0, ,0, , , , , , ,"The discontinuous tornado path extended from 10 miles south-southeast of Tyler town to nine miles east of Columbia.  The tornado moved south of Walthall County into Marion County at 0455 CST, seven miles southeast of Kokomo.  Numerous trees were blown down.  Several houses sustained roof damage.  Some had their roofs removed and others were damaged by fallen trees.  Downed trees blocked roadways. ","",11
10330481,LAMAR CO.,Clyde,04/11/1995,515,Tornado,0,F1,0,0,50000,0,MS,CST, , ,C,73, ,0,0, , ,2.5,200,5,SW,0, , ,31.22,-89.50, , ,"One hundred to one hundred-fifty trees were blown down.  Several houses sustained roof or structural damage.  A few houses had their roofs removed.  A few vehicles were damaged by fallen trees.  A few mobile homes were damaged by high winds or fallen trees.  A carport was destroyed.  A few sheds were blown over.  Power lines were downed. ","",12
10330976,COPIAH CO.,Gallman,04/20/1995,1300,Tornado,0,F1,0,0,40000,0,MS,CST, , ,C,29, ,0,0, , ,2,100,0, ,0, , , , , , ,"Numerous trees were blown down onto houses an automobiles. ","",13
10330784,CHOCTAW CO.,Ackerman,04/20/1995,1530,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,19, ,0,0, , ,1,50,0, ,0, , ,33.32,-89.17, , ,"A tornado went through an open field.  No damage was reported. ","",14
10332768,WINSTON CO.,Louisville,04/20/1995,1655,Tornado,0,F2,0,0,20000,0,MS,CST, , ,C,159, ,0,0, , ,1,100,13,SE,0, , ,33.10,-89.05, , ,"A tornado touched down near the intersection of Highways 397 and 490.  Numerous trees were blown down.  A few buildings were destroyed.   ","",15
10333249,WARREN CO.,Redwood,04/20/1995,1730,Tornado,0,F2,0,0,20000,0,MS,CST, , ,C,149, ,0,0, , ,1,100,0, ,0, , ,32.48,-90.82, , ,"A tornado touched down near the intersection of Highways 61 and 3.  Several trees and power lines were blown down.  A few buildings were destroyed.   ","",16
10330188,LOWNDES CO.,Crawford to,04/20/1995,1815,Tornado,0,F2,0,0,100000,0,MS,CST, , ,C,87, ,0,0, , ,32,100,0, ,1,N,Steens,33.30,-88.62,33.58,-88.32,"The tornado first touched down near the town of Crawford in southwest  Lowndes County and moved northeast and moved near the Alabama border.  One house was completely destroyed.  A second home had its living room destroyed.  One home was pushed off its foundation.  Several homes had their windows blown out. A few mobile homes suffered extensive roof damage.  Numerous trees and power lines were knocked down. ","",17
10330352,MONROE CO.,Prairie,04/20/1995,1845,Tornado,0,F0,0,0,2000,0,MS,CST, , ,C,95, ,0,0, , ,.5,10,8,W,0, , ,33.80,-88.73, , ,"A small tornado briefly touched down blowing over a few trees. ","",18
10329395,ADAMS CO.,Sibley,04/20/1995,1905,Tornado,0,F0,0,0,3000,0,MS,CST, , ,C,1, ,0,0, , ,1,40,0, ,0, , , , , , ,"Several trees were blown down by this weak tornado. ","",19
10332858,SHARKEY CO., ,04/22/1995,430,Tornado,0,F1,0,0,200000,0,MS,CST, , ,C,125, ,0,0, , ,8,200,0, ,0, , ,32.90,-90.70,32.80,-90.57,"The tornado began in Sharkey County, 5 Southwest of Redrocck and moved through Delta National Forest.  The tornado moved into Yazoo County at 0436 CST, and ended four miles southeast of Holly Bluff.  The tornado damaged 20 to 35 acres of trees. ","",20
10330339,PIKE CO.,Summit,04/22/1995,1600,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,113, ,0,0, , ,.1,20,0, ,0, , , , , , ,"Civil Defense reported a tornado touched down near Highway 570. Path width and length estimated. ","",21
10330340,PIKE CO.,McComb to,04/22/1995,1805,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,113, ,0,0, , ,5,20,1,E,0, , , , , , ,"A tornado touched down along an intermittant path from 4 miles west to 1 mile e of McComb. Damage to trees was reported. ","",22
10330578,HANCOCK CO.,Pearlington,04/22/1995,1810,Tornado,0,F0,0,0,0,0,MS,CST, , ,C,45, ,0,0, , ,.1,20,5,N,0, , ,30.33,-89.62, , ,"A tornado touched down briefly north of Pearlington. No signficant damaage reported. ","",23
10330138,LINCOLN CO.,Ruth,04/22/1995,1825,Tornado,0,F0,0,0,2000,0,MS,CST, , ,C,85, ,0,0, , ,1,40,0, ,0, , ,31.38,-90.33, , ,"This small tornado blew down a couple of trees. ","",24
10330412,PONTOTOC CO.,Pontotoc,04/30/1995,2055,Tornado,0,F0,0,0,2000,0,MS,CST, , ,C,115, ,0,0, , ,.5,10,10,SE,0, , ,34.13,-88.85, , ,"A tornado briefly touched down knocking a few trees down. ","",25
10331148,AMITE CO.,Berwick to,05/08/1995,1315,Tornado,0,F1,0,0,300000,0,MS,CST, , ,C,5, ,0,0, , ,15,35,0, ,0, , ,31.12,-90.95,31.33,-90.70,"A tornado moved across Amite County on an intermittent path from near Berwick to Smithdale.  Seven houses were heavily  damaged and widespread damage to trees was reported.  Two mobile homes were destroyed.  Path length and width were estimated.  Damage estimated.   ","",26
